Avtosalon,Qiymet,Valyuta,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Yeniləndi,Baxışların sayı,Extra,Etrafli,Sahiblər,Hansı bazar üçün yığılıb,Yerlərin sayı,Qəzalı
0,16300,AZN,Masallı,Mercedes,E 220,2002,Sedan,Gümüşü,2.2 L/150 a.g./Dizel,276 253 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,611,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar, Yan pərdələr",Salam Mersedes benz e220 cdi Mator temiz 2.2 ( 2148sm³ 05 mator)  Cox temiz ve seliqeli masindir Almanyadan gelenden 1 sahibi olub. Vuruqu qeti yoxdur. Salon seliqeli Butun funksiyalar iwlekdir. Mator karopka ela. Bir sozle yaxsi masindir.,,Avropa,,
1,14900,AZN,Bakı,Lexus,GS 350,2010,Sedan,Ağ,3.5 L/303 a.g./Benzin,230 917 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,1597,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Texpasport 2010 HAL HAZIRDA OTUR SUR MASINDIR .Kuza, xodovoy super veziyyetde. Masin tam olarag idealdir. Udar yoxdur, suda batmayib, airbag atmayib. Mator karobka peredok eladir.Tekerler yaxsidir. Kosmetika yaxsidir, salonu seliqelidir. Alici harda isdese yoxlada biler **************************** Masina BADAMDAR MASIN BAZARINDA her gun 9:00-17:00 - dek baxa bilersiniz gelib baxa bilmeyen ve fikri ciddi olmayanlar QƏTI NARAHAT ETMESINLERKREDITLE MUMKUNDUR Ilkin odenis min 8500 azn ( BARTER TEKLIF EDE BILERSINIZ ) muddet 3 aydan 36 ayadek (musterinin isteyine uygun) ayliq odenis 400 azn den BASLAYARAQ Kreditin ayliq odenisi verilen ilkin odenisden ve secilmis muddetden asli olaraq deyisir !!! **************************** OZ AVTOMOBILINIZI ILKIN ODENIS OLARAQ BARTER TEKLIF EDE BILERSINIZ ******************************* Masina BADAMDAR MASIN BAZARINDA her gun 9:00-17:00 - dek baxa bilersiniz gelib baxa bilmeyen ve fikri ciddi olmayanlar QƏTI NARAHAT ETMESINLER",0,Amerika,5,
0,3000,AZN,İsmayıllı,LADA (VAZ),21011,1983,Sedan,Mavi,1.3 L/65 a.g./Benzin,24 561 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1919,Yüngül lehimli disklər,"Masin ela veziyyetdedi. Senedleti qaydasinda. Curuyu pasi yoxdu. Mator, karobka, difer ela. Elektrik sistemi qaydasinda, Salon seliqelidi Real alıcıya qiymətdə razılaşmaq olacağ. Mawin satılan da elan silinecek",,,,
0,17500,AZN,Bakı,Hyundai,i30,2011,Universal,Qara,1.6 L/116 a.g./Dizel,207 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,223,,"Almaniyadan yeni gelib.Bakida surulmeyib Ela veziyyetdedir Vuruq,reng yoxdur",1,Avropa,5,
1,17900,AZN,Bakı,Lexus,RX 300,2003,Offroader / SUV,Yaş Asfalt,3.0 L/223 a.g./Benzin,207 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,4048,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Dəri salon, Ksenon lampalar, Yan pərdələr","Avtomibil çox yaxşı vəziyyətdədir.Motor,surətlər qutusu (karopka) ideal işləyir.Avtomobilin gövdəsi(kuzov) olduqca səliqəli saxlanılıb.Hansısa udardan,dəyişən detaldan söhbət belə gedə bilməz.Zavod istehsalı detallarıdır.Kosmetik heç bir xərc tələb etmir.Avtomobil sinfinin ən full opsiyasıdır.Oturacaqların elektron idarə edilməsi,multi-sükan,sükanın elektron tənzimlənməsi,ECT-snow ( qar rejimi),yan güzgülərin elektron idarə edilməsi,böyük sensor monitor,oturacaqların qızdırılması,lyuk və digər funksiyaları var və işləkdir.Barter mümkündür.",,,5,
1,41800,USD,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/208 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,12204,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","ABS + PSC with trailer sway Hill assist control (hac) Ön sürücü və sərnişin, yan və pərdə tipli təh. yastıqları Sürücü diz üçün təhlükəsizlik yastığı Immobilizer+siqnalizasiya Usaqlar üçün qoruyucu kəmərlər Sərnişinin təhlükəsizlik kəmər xatırladıcısı Sükanda audio və telefon idarəetmə sistemi Dəri ilə işlənmiş sükan çarxı Avtomatık tənzimlənən sükan Avtomatik tənzimlənən sürücü və sərnişin oturacağı Qızdırılan sürücü və ön sərnişin oturacaqları Dəri oturacaqlar Açarsız daxilolma və bir toxunuşla işəsalma Yağış və işıq sensorları 2 zonalı avtomatik kondinsioner Cold area package - Soyuq zona hava paketi Multi məlumat displeyi ( 7""dyum ) Premium display 8""dyum + Bluetooth + 9 dinamik+JBL usb*1, vtr (aux) *1 Kruiz kontrol Təkər-disk ölçüləri 235/45R18 Kuzov rəngində elektriklə tənzimlənən, qatlanan, qızdırılan yan güzgülər Yan güzgülərdə dönmə işıqları LED ön faralar (yaxın və uzaq işıqlar) + fara təmizləyənlər Ön faraların səviyyə tənzimləyicisi LED Gündüz işıqları LED Ön duman əleyhinə faralar Arxa görüntülü kamera Arxa park sensorları UNVAN BABEK PR",1,,5,
0,31200,USD,Bakı,Toyota,RAV4,2020,Offroader / SUV,Boz,2.0 L/172 a.g./Benzin,14 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,39393,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar, Arxa görüntü kamerası","Toyota servisden alınıb, servisde qulluq olunub, BEZ KRASKA. Zəmanəti var. Maşın tam ideal vəziyyətdədir, heç bir problemi yoxdur, xərc tələb etmir. Barter mümkündür yalnız avtomobil ilə.",,,,
0,35000,USD,Bakı,Toyota,Land Cruiser,2011,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,292 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 17.05.2023,2053,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Maşının heçbir problemi yoxdur.  Əlavə 4 ədəd qış təkəri də var.,1,,7,
0,2000,AZN,Lənkəran,Moskvich,408,1964,Sedan,Ağ,1.7 L/90 a.g./Benzin,200 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib", 27.05.2023,536,Yüngül lehimli disklər,Her bir şeyi qaydasindadi otur sür,2,,,
0,34000,AZN,Bakı,Mercedes,Vito 115,2010,Minivan,Qara,2.2 L/150 a.g./Dizel,288 386 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,127,,Masin yigilib lazim olan qeder pul xerclenib. Goz qabagindadi. 646 matordu. Rasxodsuz masindi. Aile ucun herden surulub masin.,,,8+,
0,32000,AZN,Masallı,BMW,520,2012,Sedan,Qara,2.0 L/184 a.g./Benzin,250 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,2194,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr",Minimal zedeyle gelib .bez kraskadi  m yiğilib tex pasporta yazilib  .butun qulluglari olunub baximli ve seliqeli mawindi hec bi xercde teleb etmir .,2,Amerika,4,
0,10500,AZN,Ucar,Mercedes,E 230,1996,Sedan,Qara,2.3 L/150 a.g./Benzin,312 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,707,"ABS, Kondisioner","Göründüyü kimi maşın əla vəziyyətdədir.Vuruğu,udarı,pası çürüyü yoxdur.2008-ci ildə ölkəyə gəlib.Ölkəyə gəldikdən bizdədir.Heç bir xərc tələb etmir.Dörd şüşəqaldırıcı, avtopilit,kondisaner bir sözlə  bütün funksiyaları işləkdir.Tam orjinal yürüş.Zavod katalizatoruna qədər üsdündədir.",1,,5,
0,16800,AZN,Bakı,Hyundai,i30,2010,Hetçbek,Yaş Asfalt,1.6 L/116 a.g./Dizel,208 500 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 28.05.2023,3774,"ABS, Mərkəzi qapanma, Kondisioner, Arxa görüntü kamerası","Hyundai i30 sport (Restyle) Avtomobil şəxsidir taksidə istifadə olunmayıb.Vaxtı-vaxtında qulluq edilib. Motor yağı daima bahalı Liqui Moly top-tec seriası istifadə olunub(170azn).Yanacaqıda daima Liqui Moly dizel qatqısı ilə vurulub.Buna görədə motor daha səssiz,daha ekonom və turbosuda əla vəziyyətdədir. 6+1 sürətlər qutusu və əlavə olaraq avto-stop rejimi var ki, bu da avtomobili daha ekonom edir. Avtomobili andorid monitor, arxa görüntü kamerası və ön video registrator ilə təchiz etmişəm.Ön faralar bahalı ledlərdir. Təkərləri Pirelli(İtaliya) firmasıdır. Çox sürülməyib,rahat 3-4 fəsil  istifadə etmək olar. Bütün texniki ehtiyyacları ödənilib,hətta texniki baxış və sığortası yeni olunub. Alan adam bir qəpik belə olsun xərc çəkməyəcək. Yalnız kosmetik xərci var, oda 2 yerdə batıq və buferində olan cızıqlardır.Onuda qiymətindən çıxacam və ya istəyə görə düzəltdirib verə bilərəm. Maşının rəng dəyən yeri var amma udar görməyib.  30 kuza piusla barter edərəm mən tərəfdən pul vermək şərti ilə. İşdə olarkən telefona baxa bilmirəm,zəngə cavab verilməsə geri zəng edəcəm. Xahiş edirəm telefonda qiymət söhbəti etməyin, avtomobilə yanında cüzi endirim olacaq. Avtomobil biznesi ilə məşqul olanlar zəng etməsin.",2,Avropa,5,
1,34500,AZN,Sumqayıt,Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,220 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,1024,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Maşinda heç bir vuruq yoxdur. Mator-karopka əla vəziyyətdədir. Ölkəyə yeni gəlib. 7 yerlikdir. Üst tam panaramadir. Dəri salondur. Texniki cəhətdən tam sazdir. Maşin ideal vəziyyətdədir. Heç bir xərc tələb etmir.,2,Koreya,7,
0,9350,AZN,Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L/122 a.g./Benzin,375 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,130,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner",Maşın yaxşı vəziyyətdədir.Vurugu qətiyyən olmayıb.Kondisaneri işləkdir.Bos bekar adamlar narahat etməsin!!!,,Avropa,,
0,28700,AZN,Bakı,Kia,Sorento,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,172 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1884,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Maşın Koreyadan yeni gəlib. Tam ideal bə xərc tələb etmir. Ekonom rahat və problem çıxarmayan maşındır. Bütün rasxodnikləri edilib. Sükan qızdırıcısı, ön oturacaqların isidicisi/soyuducusu, arxa oturacaqların isidicisi, sürücü oturacağının avtomatik tənzimlənməsi, yoxuşdan enmə assistanı, sürüşmə əleyhinə sistem və s. Hərbir funksiyası işləkdir. Real alıcıya cüzi endirim olacaq",,Koreya,7,
0,60000,AZN,Bakı,Mercedes,Atego 1218,2007,Yük maşını,Mavi,4.3 L/177 a.g./Dizel,596 072 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,547,"ABS, Lyuk, Oturacaqların isidilməsi, Ksenon lampalar",Xüsüsi teyinatlıdı.tekerleri teze salonu cox seliqeli kime maraqlı olsa elaqe saxlasın,,Digər,,
0,11900,AZN,Bakı,Toyota,Corolla,2005,Hetçbek,Yaşıl,1.4 L/97 a.g./Benzin,169 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,4862,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Yan pərdələr","----------------- HAZIR KREDİTDƏDİR --------------------------- Təzə gəlib ölkəyə Aprel 2023 sürülməyib!Azərbaycanda qəti sürülməyib! İdeal Corolla ! ORİGİNAL PROBEQ 1.4 MOTOR ! ------------------ HAZIR KREDİTDƏDİR ------------------------ ------ İlkin ödəniş 3900 Manat ---- Bütün xərclər daxildir KASKO icbari oformit ---- ------ 36 ay 485 Manat və ya ------ ------ 30 ay 545 Manat və ya ------ ------ 24 ay 630 Manat ------ Tam rəsmi !! Motor ,korobka ,çaşka feredo təzə dəyişilib , peredokda ümumilikdə avtomobildə xərc yoxdur. Kondisioneri buz kimi vurur. Heç bir pası çürüyü yoxdur altında idealdır .Bu ildə belə ideal maşın çox azdır. ideal çoox viddi svejidir İstənilən servisdə və ya ustada yoxlatdırmaq olar. Ciddi şəxslər narahat etsin. 22:00-dan sonra NARAHAT ETMƏYİN.",1,,5,
1,22800,AZN,Bakı,Ford,Fusion,2015,Sedan,Ağ,1.5 L/181 a.g./Benzin,96 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,216,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","💎💎💎💎💎💎💎💎💎💎💎💎  🔊Yanlız 🌙QƏTƏR AVTO🌙da bizə məxsus olan avtomobillərimizi BANK🏦 yolu ilə əldə etmək istəsəniz,ilkin ödəniş avtomobillərimizin qiymətinin 40-45%ni ödəməklə illik fazi dərərcələri📶 isə 13/17%-lə əldə etmək  mümkündür!!! Əl krediti💳ilə isə əldə etmək istəsəniz,avtomobilinizin qiymətini 45-50%ni ödəməklə 1 saat ərzində🕒 DYP🚔(Notarusda borc müqaviləsi📑🖋)və sığorta xərcləri daxil rəsmilləşdirmə!!!  Əziz və dəyərli müştərilərimizə təhvil verilmə və yaxud öz avtomobilinizi ilkin ödəniş olaraq versəniz barter🔄şərtləridə mövcuddur!  💠Sona qədər oxuyun həm bu avtomobil haqqda həmdə kredit & barter şərtləri haqqında məlumat vermişik✔️  💎💎💎💎💎💎💎💎💎💎💎💎💎    Texpasport temiz 2015 ful versiya Mirvari reng deri panarama manitor kamera elektron yaddawli oturacaqlar qizdiricilar sport zavod diskler ve.s  Mawinin vin kodun wekiller icerisinde paylawmiwiq ozunuz vurun googlede baxin mawin cox super vinle gelib bakiya bizde umumiyyetle udarli suda batan mawinlar olmur diger renglerde ve muxtelif illerde Ford fusionlarimizda gelib buyurun gelin her zaman xidmetinizdeyik!  💎💎💎💎💎💎💎💎💎💎💎💎💎  🗣Diqqət!🗣Diqqət!🗣Diqqət!  💠AYLIQ ÖDƏNİŞ HAQQINDA YANLIZ REAL ALICIYA MAŞININ YANINDA MƏLUMAT VERİLİR VƏ YANLIZ AVTOMOBİLİN YANINDA KREDİT ŞƏRTLƏRİNİ TAM QAYDADA ÖYRƏNƏ BİLƏRSİNİZ!!!  💠KREDİT VƏ BARTER ŞƏRTLƏRİMİZİ AZƏRBAYCANIN BÜTÜN ŞƏHƏR VƏ RAYON SAKİNLƏRİNƏ ŞAMİL OLUNUR!!!  💠BARTER İSTƏR MÖVCUD AVTOMOBİLDƏN UCUZ OLSUN,İSTƏRSƏDƏ BAHA OLSUN HƏR İKİ HALDA BİZ SİZLƏRİN RAHATLIĞINI DÜŞÜNDÜK!!!   🔹Əziz və dəyərli müştərilərimizin nəzərinə bizim maşınlarının buraxılış illərini nəzərə alın və yürüşlərinə görə irad bildirməyin!  🔹Nəzərivizə çatdıraq ki,sizə az yürüşlü maşınlar maraqlandırırsa,bu saytda dahada ucuz və dahada az yürüşlə göstərilən maşınlar çoxdur!!!  🔹Bizim məqsədimiz sizləri razı və ən əsası isə Halal qarşılayıb Halalda yola salmaqdır🤝  💠Avtosalonumuzun digər avtomobilləri ilə maraqlanmaq istəyirsinizsə aşağıda 👇  🌙QƏTƏR AVTO 🌙sözünün üzərinə basaraq bizə məxsus olan avtomobil elanlarını görəcəksiniz!  ℹ️Ünvan:  Binəqədi pasyolka kirov qayısını keçən kimi AZPETROL ilə üz-üzə olan 🌙QƏTƏR AVTO🌙",,,,
1,43500,USD,Lənkəran,Toyota,RAV4,2023,Offroader / SUV,Yaş Asfalt,2.5 L/218 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2895,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","Avtomobili Bakida Tehvil Vera Bilerik  ====================  10 İL VƏ YA 160.000 KM RƏSMİ ZEMANET  KÖÇÜRMƏ YOLU İLƏ SATİŞ MÜMKÜNDÜR !  Fiiziki və hüquqi şəxslər üçün manatla kredit və lizinq mümkündür!  Car Play  Wireless Charger  ABS + VSC  Driver’s and front passenger’s airbags  Side and curtain + knee airbags  Hill assist control (hac)  Immobilizer  Sükanda audio idarəetmə sistemi və telefon düyməsi  Dəri sükan çarxı  Mailliyə və çıxışa görə tənzimlənən sükan  Qızdırılan ön oturacaqlar  Multi-məlumat displey  Elektriklə tənzimlənən 4 şüşəqaldırıcılar  7inch Audio Displey + Dinamiklər  Mini+USB çıxış  Kruiz kontrol  Elektriklə qatlanan, tənzimlənən, qızdırılan yan güzgülər  Yan güzgülərdə dönmə işıqları  Arxa spoyler  LED tipli ön faralar və ön fara təmizləyicilər  Ön faraların səviyyə tənzimləyicisi  LED tipli Gündüz işıqları  Ön və arxa duman əleyhinə faralar  Arxa görünüş kamerası  Tavan üstü reyling",,Rəsmi diler,,
1,14600,AZN,Bakı,Nissan,Tiida,2013,Hetçbek,Qızılı,1.5 L/109 a.g./Benzin,37 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,558,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",HAL HAZIRDA SATİŞDA 30 DAN ÇOX YAPONİYADAN YENİ GƏLMİŞ BAKİDA SÜRÜLMƏMİŞ NİSSAN TİDA XECBEKT. NİSSAN TİDA SEDAN. NİSSAN MİCRA. NİSSAN SUNNY. NİSSAN NOTE MODELİ MOVCUDDUR ---------------------------------------------------------- İlkin ödəniş 25% dən başlayaraq illik faiz dərəcəsi 14% olmaqla 2007 ci ildən yuxari bütün növ minik maşinlarini Bank yolu ilə bizə müraciət edərək əldə edə bilərsiniz!! ---------------------------------------------------------- Ilkin odenis minimum 4000 azn olmaq şərti ilə Sizlerə Bank Krediti ( kasko siğorta ve DYP xerci daxil illik 14 % olmaqla ) təklif edirik Ayliq ödənişdər Bank Mutəxəssisi tərəfindən deyiləcək sizlərə !! sənədləşdirmə 1 saat ərzində olunur (Baki və Rayon Qeydiyyatinda olan Şəxslərə Şəxsiyyət vəsiqəsi. vöyn ve prava olmaq sərti ilə Mümkündür) ---------------------------------------------------------- Avtomobillər Bizim AvtoExpressBaku Avtosalonu Tərəfindən Müşdərilərə Rəsmi Qarantiya ilə Sizlərə Təqdim edirik. ( Qarantiya Daxilində Mator.Karobka.Rulavoy. Elektoronika.xadavoyun bezi hissələri Qarantiya müqaviləsində qeyd olunub ),1,Yaponiya,5,
1,43900,AZN,Bakı,Haval,F7x,2021,Offroader / SUV,Boz,2.0 L/190 a.g./Benzin,25 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,5284,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Avtomobil ideal vəziyyətdədir.en full versiyaservis mashini qarantiyasi var .Original probeq. Istənilən yerdə yoxlatdıra bilərsiniz. ----------------------------------------------------------------------------------------------------------- 🏦KREDIT ŞƏRTLƏRİMİZ👨🏻‍🎓📑 ☑️BANK yolu ilə 40-45%ni ödəməklə illik effektif fazi dərərcəsi 13,7 % olmaqla ili təzə avtomobillərə yəni 2010-cı ildən yuxarı, 2010-cı ilə qədər olan avtomobilləri 17 % ilə əldə etmək olar. 💶. Əlavə xərclər, kasko suğorta , DYP sənədləşdirmə, qiymətləndirmə və xidmət haqqı. Nəzərə almağınızı xahiş edirik. ☑️Salon daxili krediti ilə avtomobilinizin qiymətinin 45-50%-ni ödəməklə qısa zaman ərzində🕐 DYP 📑(Notarusda borc müqaviləsi) ilə əldə etmək mümkündür.💶 ☑️Öz avtomobilinizi ilkin ödəniş olaraq versəniz barter şərtləridə mövcuddur. 📍Ünvan: XIRDALAN ŞƏHƏRİ. BAKI SUMQAYIT YOLU 13 CÜ KİLOMETR. MASAZIR DAİRƏSİNDƏN ÜZÜ BAKIYA TOBOIL ZAPRAVKANIN YANI.",1,Rəsmi diler,5,
1,29900,AZN,Bakı,Mercedes,G 230,1990,Offroader / SUV,Ağ,2.3 L/125 a.g./Benzin,197 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,52414,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Tecili satilir. Sazz veziyyetde. Her bir funksiyasi iwlekdi.  Tam olaraq 2012 modele yigilib. Vurugu udari yoxdu. Xadavoyu tam yaxwi veziyyetdefir. Butun rasxodnikleri deyiwilib. Kandinsoneri iwdayir. Real aliciya mawina baxdiqdan sonra qiymetde cuzi endirim olunacaq. Ilkin odeniw 13.500 azn odense qalan pulu 12-24 ayliq kreditlada almaga komek ederik. Elave melumat ucun zeng edin. Barter teklif olunsa qiynet 20.000 dollar.  Novxanida baxa bilersiniz.,1,Avropa,5,
0,2950,AZN,Ağsu,LADA (VAZ),2106,1989,Sedan,Bej,1.3 L/64 a.g./Benzin,89 652 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,146,,Salam mawin yaxwi veziyetdedir vuruqu udari yoxdur bakavinler eladir curuyu yoxdur kasmetkasi yaxwidir mator most karopka peredok ela senedler qaydasinda salon seliqeli vacib pul lazim oldugu ucun satilir real aliciya mawinin yaninda yungul endirim olacaq,,,5,
